Item,Category,Stock,Daily_Sales,Reorder_Level,Lead_Time_Days
Xerox 212,General,37.5,3.5714285714285716,12.5,7
Xerox 213,General,27.0,3.0,9.0,3
Xerox 214,General,55.5,4.111111111111111,18.5,6
Xerox 215,General,10.5,3.5,3.5,4
Xerox 216,General,63.0,5.25,21.0,7
Xerox 217,General,37.5,3.125,12.5,3
Xerox 218,General,12.0,1.6,4.0,6
Xerox 219,General,22.5,3.75,7.5,3
Xerox 22,General,19.5,4.333333333333333,6.5,5
Xerox 220,General,37.5,3.125,12.5,5
Xerox 221,General,21.0,3.5,7.0,3
Xerox 222,General,33.0,3.142857142857143,11.0,4
Xerox 223,General,13.5,3.0,4.5,7
Xerox 224,General,25.5,2.8333333333333335,8.5,3
Xerox 225,General,49.5,3.6666666666666665,16.5,7
Xerox 226,General,79.5,4.818181818181818,26.5,5
Xerox 227,General,33.0,2.75,11.0,4
Xerox 228,General,22.5,3.75,7.5,5
Xerox 229,General,22.5,5.0,7.5,7
Xerox 23,General,34.5,3.8333333333333335,11.5,4
Xerox 230,General,31.5,4.2,10.5,7
Xerox 231,General,21.0,2.8,7.0,7
Xerox 232,General,28.5,4.75,9.5,7
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),General,45.0,3.75,15.0,6
Xerox Blank Computer Paper,General,7.5,5.0,2.5,3
"Xerox Color Copier Paper, 11"" x 17"", Ream",General,40.5,4.5,13.5,6
Xerox WorkCentre 6505DN Laser Multifunction Printer,General,10.5,7.0,3.5,5
Xiaomi Mi3,General,6.0,4.0,2.0,4
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",General,58.5,3.9,19.5,4
XtraLife ClearVue Slant-D Ring Binders by Cardinal,General,33.0,4.4,11.0,4
Zebra GK420t Direct Thermal/Thermal Transfer Printer,General,9.0,6.0,3.0,5
Zebra GX420t Direct Thermal/Thermal Transfer Printer,General,21.0,4.666666666666667,7.0,3
Zebra ZM400 Thermal Label Printer,General,9.0,3.0,3.0,6
Zebra Zazzle Fluorescent Highlighters,General,30.0,3.3333333333333335,10.0,5
Zipper Ring Binder Pockets,General,66.0,3.3846153846153846,22.0,4
i.Sound Portable Power - 8000 mAh,General,13.5,1.8,4.5,5
iHome FM Clock Radio with Lightning Dock,General,19.5,2.6,6.5,4
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",General,36.0,4.8,12.0,4
iOttie HLCRIO102 Car Mount,General,18.0,2.4,6.0,4
iOttie XL Car Mount,General,21.0,7.0,7.0,5
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,General,43.5,4.142857142857143,14.5,6
netTALK DUO VoIP Telephone Service,General,39.0,3.7142857142857144,13.0,5
